	station_id	stationname	date	daytype	rides	newDates	season
397787	40580	54th/Cermak	01/16/2002	W	1538	2002-01-16	Winter
476369	40580	54th/Cermak	01/17/2002	W	1488	2002-01-17	Winter
489961	40580	54th/Cermak	01/18/2002	W	1351	2002-01-18	Winter
907977	40580	54th/Cermak	01/19/2002	A	0	2002-01-19	Winter
193872	40580	54th/Cermak	01/20/2002	U	0	2002-01-20	Winter
383780	40580	54th/Cermak	01/21/2002	W	1147	2002-01-21	Winter
859897	40580	54th/Cermak	01/22/2002	W	1570	2002-01-22	Winter
169198	40580	54th/Cermak	01/23/2002	W	1495	2002-01-23	Winter
512582	40580	54th/Cermak	01/24/2002	W	1519	2002-01-24	Winter
210993	40580	54th/Cermak	01/25/2002	W	1551	2002-01-25	Winter
883207	40580	54th/Cermak	01/26/2002	A	2	2002-01-26	Winter
484977	40580	54th/Cermak	01/27/2002	U	0	2002-01-27	Winter
314587	40580	54th/Cermak	01/28/2002	W	1516	2002-01-28	Winter
330273	40580	54th/Cermak	01/29/2002	W	1513	2002-01-29	Winter
523706	40580	54th/Cermak	01/30/2002	W	1565	2002-01-30	Winter
280554	40580	54th/Cermak	01/31/2002	W	1457	2002-01-31	Winter
897887	40580	54th/Cermak	02/01/2002	W	1570	2002-02-01	Winter
857412	40580	54th/Cermak	02/02/2002	A	5	2002-02-02	Winter
393011	40580	54th/Cermak	02/03/2002	U	0	2002-02-03	Winter
359918	40580	54th/Cermak	02/04/2002	W	1457	2002-02-04	Winter
136586	40580	54th/Cermak	02/05/2002	W	1550	2002-02-05	Winter
913794	40580	54th/Cermak	02/06/2002	W	1480	2002-02-06	Winter
449968	40580	54th/Cermak	02/07/2002	W	1511	2002-02-07	Winter
570833	40580	54th/Cermak	02/08/2002	W	1492	2002-02-08	Winter
533945	40580	54th/Cermak	02/09/2002	A	1	2002-02-09	Winter
274209	40580	54th/Cermak	02/10/2002	U	0	2002-02-10	Winter
705699	40580	54th/Cermak	02/11/2002	W	1578	2002-02-11	Winter
500065	40580	54th/Cermak	02/12/2002	W	1476	2002-02-12	Winter
208826	40580	54th/Cermak	02/13/2002	W	1577	2002-02-13	Winter
232867	40580	54th/Cermak	02/14/2002	W	1535	2002-02-14	Winter
724654	40580	54th/Cermak	02/15/2002	W	1502	2002-02-15	Winter
828358	40580	54th/Cermak	02/16/2002	A	2	2002-02-16	Winter
338232	40580	54th/Cermak	02/17/2002	U	0	2002-02-17	Winter
327976	40580	54th/Cermak	02/18/2002	W	1299	2002-02-18	Winter
851634	40580	54th/Cermak	02/19/2002	W	1494	2002-02-19	Winter
991332	40580	54th/Cermak	02/20/2002	W	1545	2002-02-20	Winter
595437	40580	54th/Cermak	02/21/2002	W	1495	2002-02-21	Winter
290090	40580	54th/Cermak	02/22/2002	W	1516	2002-02-22	Winter
772419	40580	54th/Cermak	02/23/2002	A	2	2002-02-23	Winter
892265	40580	54th/Cermak	02/24/2002	U	1	2002-02-24	Winter
262411	40580	54th/Cermak	02/25/2002	W	1309	2002-02-25	Winter
999999	40580	54th/Cermak	02/26/2002	W	1330	2002-02-26	Winter
757317	40580	54th/Cermak	02/27/2002	W	1380	2002-02-27	Winter
716807	40580	54th/Cermak	02/28/2002	W	1328	2002-02-28	Winter
503215	40580	54th/Cermak	03/01/2002	W	1409	2002-03-01	Spring
536679	40580	54th/Cermak	03/02/2002	A	1	2002-03-02	Spring
366133	40580	54th/Cermak	03/03/2002	U	0	2002-03-03	Spring
797936	40580	54th/Cermak	03/04/2002	W	1117	2002-03-04	Spring
401157	40580	54th/Cermak	03/05/2002	W	1331	2002-03-05	Spring
217135	40580	54th/Cermak	03/06/2002	W	1341	2002-03-06	Spring
427807	40580	54th/Cermak	03/07/2002	W	1395	2002-03-07	Spring
388168	40580	54th/Cermak	03/08/2002	W	1313	2002-03-08	Spring
619079	40580	54th/Cermak	03/09/2002	A	0	2002-03-09	Spring
645079	40580	54th/Cermak	03/10/2002	U	0	2002-03-10	Spring
586434	40580	54th/Cermak	03/11/2002	W	1298	2002-03-11	Spring
475128	40580	54th/Cermak	03/12/2002	W	1393	2002-03-12	Spring
230575	40580	54th/Cermak	03/13/2002	W	1372	2002-03-13	Spring
662174	40580	54th/Cermak	03/14/2002	W	1340	2002-03-14	Spring
185559	40580	54th/Cermak	03/15/2002	W	1282	2002-03-15	Spring
786197	40580	54th/Cermak	03/16/2002	A	3	2002-03-16	Spring
539991	40580	54th/Cermak	03/17/2002	U	0	2002-03-17	Spring
284235	40580	54th/Cermak	03/18/2002	W	1259	2002-03-18	Spring
713006	40580	54th/Cermak	03/19/2002	W	1319	2002-03-19	Spring
968642	40580	54th/Cermak	03/20/2002	W	1323	2002-03-20	Spring
375933	40580	54th/Cermak	03/21/2002	W	1259	2002-03-21	Spring
795982	40580	54th/Cermak	03/22/2002	W	1288	2002-03-22	Spring
673053	40580	54th/Cermak	03/23/2002	A	3	2002-03-23	Spring
301768	40580	54th/Cermak	03/24/2002	U	0	2002-03-24	Spring
335157	40580	54th/Cermak	03/25/2002	W	1207	2002-03-25	Spring
657721	40580	54th/Cermak	03/26/2002	W	1268	2002-03-26	Spring
851800	40580	54th/Cermak	03/27/2002	W	1370	2002-03-27	Spring
843563	40580	54th/Cermak	03/28/2002	W	1322	2002-03-28	Spring
622839	40580	54th/Cermak	03/29/2002	W	1118	2002-03-29	Spring
909818	40580	54th/Cermak	03/30/2002	A	1	2002-03-30	Spring
645258	40580	54th/Cermak	03/31/2002	U	0	2002-03-31	Spring
518146	40580	54th/Cermak	04/01/2002	W	1348	2002-04-01	Spring
771649	40580	54th/Cermak	04/02/2002	W	1295	2002-04-02	Spring
549614	40580	54th/Cermak	04/03/2002	W	1349	2002-04-03	Spring
691286	40580	54th/Cermak	04/04/2002	W	1433	2002-04-04	Spring
806570	40580	54th/Cermak	04/05/2002	W	1449	2002-04-05	Spring
166184	40580	54th/Cermak	04/06/2002	A	2	2002-04-06	Spring
955888	40580	54th/Cermak	04/07/2002	U	0	2002-04-07	Spring
297400	40580	54th/Cermak	04/08/2002	W	1310	2002-04-08	Spring
901716	40580	54th/Cermak	04/09/2002	W	1405	2002-04-09	Spring
139300	40580	54th/Cermak	04/10/2002	W	1390	2002-04-10	Spring
874403	40580	54th/Cermak	04/11/2002	W	1449	2002-04-11	Spring
544978	40580	54th/Cermak	04/12/2002	W	1363	2002-04-12	Spring
937290	40580	54th/Cermak	04/13/2002	A	2	2002-04-13	Spring
469838	40580	54th/Cermak	04/14/2002	U	0	2002-04-14	Spring
882187	40580	54th/Cermak	04/15/2002	W	1384	2002-04-15	Spring
664307	40580	54th/Cermak	04/16/2002	W	1446	2002-04-16	Spring
785131	40580	54th/Cermak	04/17/2002	W	1445	2002-04-17	Spring
520581	40580	54th/Cermak	04/18/2002	W	1385	2002-04-18	Spring
1014246	40580	54th/Cermak	04/19/2002	W	1344	2002-04-19	Spring
632770	40580	54th/Cermak	04/20/2002	A	3	2002-04-20	Spring
861217	40580	54th/Cermak	04/21/2002	U	0	2002-04-21	Spring
444156	40580	54th/Cermak	04/22/2002	W	1380	2002-04-22	Spring
541048	40580	54th/Cermak	04/23/2002	W	1348	2002-04-23	Spring
378658	40580	54th/Cermak	04/24/2002	W	1412	2002-04-24	Spring
752974	40580	54th/Cermak	04/25/2002	W	1434	2002-04-25	Spring
682663	40580	54th/Cermak	04/26/2002	W	1438	2002-04-26	Spring
727453	40580	54th/Cermak	04/27/2002	A	3	2002-04-27	Spring
679152	40580	54th/Cermak	04/28/2002	U	0	2002-04-28	Spring
776796	40580	54th/Cermak	04/29/2002	W	1367	2002-04-29	Spring
221232	40580	54th/Cermak	04/30/2002	W	1374	2002-04-30	Spring
569164	40580	54th/Cermak	05/01/2002	W	1382	2002-05-01	Spring
294445	40580	54th/Cermak	05/02/2002	W	1420	2002-05-02	Spring
402442	40580	54th/Cermak	05/03/2002	W	1437	2002-05-03	Spring
874183	40580	54th/Cermak	05/04/2002	A	3	2002-05-04	Spring
608974	40580	54th/Cermak	05/05/2002	U	0	2002-05-05	Spring
942792	40580	54th/Cermak	05/06/2002	W	1364	2002-05-06	Spring
792164	40580	54th/Cermak	05/07/2002	W	1345	2002-05-07	Spring
418654	40580	54th/Cermak	05/08/2002	W	1353	2002-05-08	Spring
721783	40580	54th/Cermak	05/09/2002	W	1366	2002-05-09	Spring
145990	40580	54th/Cermak	05/10/2002	W	1242	2002-05-10	Spring
947602	40580	54th/Cermak	05/11/2002	A	3	2002-05-11	Spring
150986	40580	54th/Cermak	05/12/2002	U	0	2002-05-12	Spring
942365	40580	54th/Cermak	05/13/2002	W	1299	2002-05-13	Spring
325327	40580	54th/Cermak	05/14/2002	W	1455	2002-05-14	Spring
640781	40580	54th/Cermak	05/15/2002	W	1417	2002-05-15	Spring
837276	40580	54th/Cermak	05/16/2002	W	1313	2002-05-16	Spring
932552	40580	54th/Cermak	05/17/2002	W	1257	2002-05-17	Spring
516577	40580	54th/Cermak	05/18/2002	A	5	2002-05-18	Spring
815492	40580	54th/Cermak	05/19/2002	U	0	2002-05-19	Spring
361141	40580	54th/Cermak	05/20/2002	W	1363	2002-05-20	Spring
943725	40580	54th/Cermak	05/21/2002	W	1359	2002-05-21	Spring
381057	40580	54th/Cermak	05/22/2002	W	1349	2002-05-22	Spring
735384	40580	54th/Cermak	05/23/2002	W	1316	2002-05-23	Spring
720036	40580	54th/Cermak	05/24/2002	W	1317	2002-05-24	Spring
945805	40580	54th/Cermak	05/25/2002	A	4	2002-05-25	Spring
748071	40580	54th/Cermak	05/26/2002	U	0	2002-05-26	Spring
1009269	40580	54th/Cermak	05/27/2002	U	0	2002-05-27	Spring
835152	40580	54th/Cermak	05/28/2002	W	1305	2002-05-28	Spring
626848	40580	54th/Cermak	05/29/2002	W	1373	2002-05-29	Spring
219579	40580	54th/Cermak	05/30/2002	W	1327	2002-05-30	Spring
187042	40580	54th/Cermak	05/31/2002	W	1429	2002-05-31	Spring
409496	40580	54th/Cermak	06/01/2002	A	2	2002-06-01	Summer
372481	40580	54th/Cermak	06/02/2002	U	0	2002-06-02	Summer
340765	40580	54th/Cermak	06/03/2002	W	1330	2002-06-03	Summer
464644	40580	54th/Cermak	06/04/2002	W	1285	2002-06-04	Summer
866111	40580	54th/Cermak	06/05/2002	W	1347	2002-06-05	Summer
361586	40580	54th/Cermak	06/06/2002	W	1451	2002-06-06	Summer
452839	40580	54th/Cermak	06/07/2002	W	1263	2002-06-07	Summer
422969	40580	54th/Cermak	06/08/2002	A	5	2002-06-08	Summer
510471	40580	54th/Cermak	06/09/2002	U	0	2002-06-09	Summer
253797	40580	54th/Cermak	06/10/2002	W	1307	2002-06-10	Summer
925478	40580	54th/Cermak	06/11/2002	W	1269	2002-06-11	Summer
795800	40580	54th/Cermak	06/12/2002	W	1355	2002-06-12	Summer
616027	40580	54th/Cermak	06/13/2002	W	1320	2002-06-13	Summer
974621	40580	54th/Cermak	06/14/2002	W	1341	2002-06-14	Summer
772287	40580	54th/Cermak	06/15/2002	A	3	2002-06-15	Summer
378961	40580	54th/Cermak	06/16/2002	U	0	2002-06-16	Summer
894135	40580	54th/Cermak	06/17/2002	W	1324	2002-06-17	Summer
821091	40580	54th/Cermak	06/18/2002	W	1372	2002-06-18	Summer
200446	40580	54th/Cermak	06/19/2002	W	1352	2002-06-19	Summer
891731	40580	54th/Cermak	06/20/2002	W	1453	2002-06-20	Summer
160637	40580	54th/Cermak	06/21/2002	W	1316	2002-06-21	Summer
308372	40580	54th/Cermak	06/22/2002	A	1	2002-06-22	Summer
207027	40580	54th/Cermak	06/23/2002	U	0	2002-06-23	Summer
763589	40580	54th/Cermak	06/24/2002	W	1388	2002-06-24	Summer
315072	40580	54th/Cermak	06/25/2002	W	1372	2002-06-25	Summer
609913	40580	54th/Cermak	06/26/2002	W	1307	2002-06-26	Summer
731733	40580	54th/Cermak	06/27/2002	W	1273	2002-06-27	Summer
185489	40580	54th/Cermak	06/28/2002	W	1357	2002-06-28	Summer
541462	40580	54th/Cermak	06/29/2002	A	3	2002-06-29	Summer
388755	40580	54th/Cermak	06/30/2002	U	0	2002-06-30	Summer
297538	40580	54th/Cermak	07/01/2002	W	1387	2002-07-01	Summer
699429	40580	54th/Cermak	07/02/2002	W	1421	2002-07-02	Summer
818862	40580	54th/Cermak	07/03/2002	W	1808	2002-07-03	Summer
364009	40580	54th/Cermak	07/04/2002	U	2	2002-07-04	Summer
171689	40580	54th/Cermak	07/05/2002	W	1092	2002-07-05	Summer
573363	40580	54th/Cermak	07/06/2002	A	4	2002-07-06	Summer
305477	40580	54th/Cermak	07/07/2002	U	0	2002-07-07	Summer
139979	40580	54th/Cermak	07/08/2002	W	1302	2002-07-08	Summer
302268	40580	54th/Cermak	07/09/2002	W	1284	2002-07-09	Summer
539293	40580	54th/Cermak	07/10/2002	W	1277	2002-07-10	Summer
397316	40580	54th/Cermak	07/11/2002	W	1315	2002-07-11	Summer
336039	40580	54th/Cermak	07/12/2002	W	1330	2002-07-12	Summer
978736	40580	54th/Cermak	07/13/2002	A	14	2002-07-13	Summer
930742	40580	54th/Cermak	07/14/2002	U	0	2002-07-14	Summer
492630	40580	54th/Cermak	07/15/2002	W	1311	2002-07-15	Summer
263742	40580	54th/Cermak	07/16/2002	W	1383	2002-07-16	Summer
151116	40580	54th/Cermak	07/17/2002	W	1362	2002-07-17	Summer
222704	40580	54th/Cermak	07/18/2002	W	1330	2002-07-18	Summer
540855	40580	54th/Cermak	07/19/2002	W	1379	2002-07-19	Summer
862605	40580	54th/Cermak	07/20/2002	A	3	2002-07-20	Summer
634780	40580	54th/Cermak	07/21/2002	U	0	2002-07-21	Summer
939496	40580	54th/Cermak	07/22/2002	W	1311	2002-07-22	Summer
558470	40580	54th/Cermak	07/23/2002	W	1409	2002-07-23	Summer
382765	40580	54th/Cermak	07/24/2002	W	1433	2002-07-24	Summer
488537	40580	54th/Cermak	07/25/2002	W	1399	2002-07-25	Summer
848808	40580	54th/Cermak	07/26/2002	W	1379	2002-07-26	Summer
337514	40580	54th/Cermak	07/27/2002	A	0	2002-07-27	Summer
933582	40580	54th/Cermak	07/28/2002	U	0	2002-07-28	Summer
245569	40580	54th/Cermak	07/29/2002	W	1336	2002-07-29	Summer
454101	40580	54th/Cermak	07/30/2002	W	1328	2002-07-30	Summer
618396	40580	54th/Cermak	07/31/2002	W	1364	2002-07-31	Summer
794356	40580	54th/Cermak	08/01/2002	W	1343	2002-08-01	Summer
185954	40580	54th/Cermak	08/02/2002	W	1453	2002-08-02	Summer
617511	40580	54th/Cermak	08/03/2002	A	2	2002-08-03	Summer
242163	40580	54th/Cermak	08/04/2002	U	0	2002-08-04	Summer
554311	40580	54th/Cermak	08/05/2002	W	1340	2002-08-05	Summer
864304	40580	54th/Cermak	08/06/2002	W	1302	2002-08-06	Summer
284712	40580	54th/Cermak	08/07/2002	W	1358	2002-08-07	Summer
725805	40580	54th/Cermak	08/08/2002	W	1313	2002-08-08	Summer
144854	40580	54th/Cermak	08/09/2002	W	1408	2002-08-09	Summer
268335	40580	54th/Cermak	08/10/2002	A	9	2002-08-10	Summer
462321	40580	54th/Cermak	08/11/2002	U	0	2002-08-11	Summer
404303	40580	54th/Cermak	08/12/2002	W	1323	2002-08-12	Summer
513060	40580	54th/Cermak	08/13/2002	W	1251	2002-08-13	Summer
845473	40580	54th/Cermak	08/14/2002	W	1343	2002-08-14	Summer
205106	40580	54th/Cermak	08/15/2002	W	1350	2002-08-15	Summer
629075	40580	54th/Cermak	08/16/2002	W	1279	2002-08-16	Summer
971911	40580	54th/Cermak	08/17/2002	A	0	2002-08-17	Summer
236855	40580	54th/Cermak	08/18/2002	U	0	2002-08-18	Summer
973454	40580	54th/Cermak	08/19/2002	W	1177	2002-08-19	Summer
963038	40580	54th/Cermak	08/20/2002	W	1323	2002-08-20	Summer
929462	40580	54th/Cermak	08/21/2002	W	1397	2002-08-21	Summer
535384	40580	54th/Cermak	08/22/2002	W	1198	2002-08-22	Summer
386825	40580	54th/Cermak	08/23/2002	W	1233	2002-08-23	Summer
706305	40580	54th/Cermak	08/24/2002	A	1	2002-08-24	Summer
325761	40580	54th/Cermak	08/25/2002	U	0	2002-08-25	Summer
263171	40580	54th/Cermak	08/26/2002	W	1406	2002-08-26	Summer
575404	40580	54th/Cermak	08/27/2002	W	1422	2002-08-27	Summer
171242	40580	54th/Cermak	08/28/2002	W	1396	2002-08-28	Summer
922022	40580	54th/Cermak	08/29/2002	W	1310	2002-08-29	Summer
245915	40580	54th/Cermak	08/30/2002	W	1375	2002-08-30	Summer
386272	40580	54th/Cermak	08/31/2002	A	5	2002-08-31	Summer
229615	40580	54th/Cermak	09/01/2002	U	0	2002-09-01	Fall
186396	40580	54th/Cermak	09/02/2002	U	0	2002-09-02	Fall
895666	40580	54th/Cermak	09/03/2002	W	1447	2002-09-03	Fall
173179	40580	54th/Cermak	09/04/2002	W	1381	2002-09-04	Fall
516303	40580	54th/Cermak	09/05/2002	W	1350	2002-09-05	Fall
167874	40580	54th/Cermak	09/06/2002	W	1397	2002-09-06	Fall
632605	40580	54th/Cermak	09/07/2002	A	6	2002-09-07	Fall
237501	40580	54th/Cermak	09/08/2002	U	0	2002-09-08	Fall
514388	40580	54th/Cermak	09/09/2002	W	1413	2002-09-09	Fall
756884	40580	54th/Cermak	09/10/2002	W	1389	2002-09-10	Fall
464348	40580	54th/Cermak	09/11/2002	W	1420	2002-09-11	Fall
222349	40580	54th/Cermak	09/12/2002	W	1434	2002-09-12	Fall
580374	40580	54th/Cermak	09/13/2002	W	1383	2002-09-13	Fall
915815	40580	54th/Cermak	09/14/2002	A	2	2002-09-14	Fall
409224	40580	54th/Cermak	09/15/2002	U	0	2002-09-15	Fall
859593	40580	54th/Cermak	09/16/2002	W	1369	2002-09-16	Fall
971898	40580	54th/Cermak	09/17/2002	W	1475	2002-09-17	Fall
772322	40580	54th/Cermak	09/18/2002	W	1439	2002-09-18	Fall
146156	40580	54th/Cermak	09/19/2002	W	1404	2002-09-19	Fall
739650	40580	54th/Cermak	09/20/2002	W	1343	2002-09-20	Fall
171391	40580	54th/Cermak	09/21/2002	A	2	2002-09-21	Fall
432955	40580	54th/Cermak	09/22/2002	U	0	2002-09-22	Fall
397388	40580	54th/Cermak	09/23/2002	W	1412	2002-09-23	Fall
359631	40580	54th/Cermak	09/24/2002	W	1515	2002-09-24	Fall
179771	40580	54th/Cermak	09/25/2002	W	1424	2002-09-25	Fall
467184	40580	54th/Cermak	09/26/2002	W	1451	2002-09-26	Fall
729702	40580	54th/Cermak	09/27/2002	W	1369	2002-09-27	Fall
495693	40580	54th/Cermak	09/28/2002	A	5	2002-09-28	Fall
295002	40580	54th/Cermak	09/29/2002	U	0	2002-09-29	Fall
501166	40580	54th/Cermak	09/30/2002	W	1389	2002-09-30	Fall
825380	40580	54th/Cermak	10/01/2002	W	1378	2002-10-01	Fall
354600	40580	54th/Cermak	10/02/2002	W	1409	2002-10-02	Fall
325670	40580	54th/Cermak	10/03/2002	W	1393	2002-10-03	Fall
281918	40580	54th/Cermak	10/04/2002	W	1428	2002-10-04	Fall
1010689	40580	54th/Cermak	10/05/2002	A	6	2002-10-05	Fall
188410	40580	54th/Cermak	10/06/2002	U	0	2002-10-06	Fall
350709	40580	54th/Cermak	10/07/2002	W	1450	2002-10-07	Fall
524941	40580	54th/Cermak	10/08/2002	W	1456	2002-10-08	Fall
573851	40580	54th/Cermak	10/09/2002	W	1361	2002-10-09	Fall
408555	40580	54th/Cermak	10/10/2002	W	1409	2002-10-10	Fall
621191	40580	54th/Cermak	10/11/2002	W	1445	2002-10-11	Fall
152859	40580	54th/Cermak	10/12/2002	A	2	2002-10-12	Fall
986851	40580	54th/Cermak	10/13/2002	U	0	2002-10-13	Fall
972083	40580	54th/Cermak	10/14/2002	W	1246	2002-10-14	Fall
187934	40580	54th/Cermak	10/15/2002	W	1470	2002-10-15	Fall
864830	40580	54th/Cermak	10/16/2002	W	1334	2002-10-16	Fall
552323	40580	54th/Cermak	10/17/2002	W	1358	2002-10-17	Fall
1010966	40580	54th/Cermak	10/18/2002	W	1300	2002-10-18	Fall
851908	40580	54th/Cermak	10/19/2002	A	4	2002-10-19	Fall
359013	40580	54th/Cermak	10/20/2002	U	0	2002-10-20	Fall
452956	40580	54th/Cermak	10/21/2002	W	1375	2002-10-21	Fall
897884	40580	54th/Cermak	10/22/2002	W	1369	2002-10-22	Fall
799058	40580	54th/Cermak	10/23/2002	W	1342	2002-10-23	Fall
163774	40580	54th/Cermak	10/24/2002	W	1286	2002-10-24	Fall
985982	40580	54th/Cermak	10/25/2002	W	1294	2002-10-25	Fall
937184	40580	54th/Cermak	10/26/2002	A	2	2002-10-26	Fall
524370	40580	54th/Cermak	10/27/2002	U	0	2002-10-27	Fall
542931	40580	54th/Cermak	10/28/2002	W	1367	2002-10-28	Fall
654739	40580	54th/Cermak	10/29/2002	W	1354	2002-10-29	Fall
411552	40580	54th/Cermak	10/30/2002	W	1404	2002-10-30	Fall
789003	40580	54th/Cermak	10/31/2002	W	1299	2002-10-31	Fall
350315	40580	54th/Cermak	11/01/2002	W	1104	2002-11-01	Fall
719814	40580	54th/Cermak	11/02/2002	A	4	2002-11-02	Fall
829538	40580	54th/Cermak	11/03/2002	U	0	2002-11-03	Fall
800198	40580	54th/Cermak	11/04/2002	W	1125	2002-11-04	Fall
316136	40580	54th/Cermak	11/05/2002	W	1054	2002-11-05	Fall
473432	40580	54th/Cermak	11/06/2002	W	1135	2002-11-06	Fall
524534	40580	54th/Cermak	11/07/2002	W	1144	2002-11-07	Fall
948958	40580	54th/Cermak	11/08/2002	W	1124	2002-11-08	Fall
983934	40580	54th/Cermak	11/09/2002	A	8	2002-11-09	Fall
653256	40580	54th/Cermak	11/10/2002	U	0	2002-11-10	Fall
216786	40580	54th/Cermak	11/11/2002	W	1182	2002-11-11	Fall
807176	40580	54th/Cermak	11/12/2002	W	1365	2002-11-12	Fall
1007326	40580	54th/Cermak	11/13/2002	W	1299	2002-11-13	Fall
537517	40580	54th/Cermak	11/14/2002	W	1268	2002-11-14	Fall
759850	40580	54th/Cermak	11/15/2002	W	1281	2002-11-15	Fall
372066	40580	54th/Cermak	11/16/2002	A	4	2002-11-16	Fall
396467	40580	54th/Cermak	11/17/2002	U	0	2002-11-17	Fall
426528	40580	54th/Cermak	11/18/2002	W	1257	2002-11-18	Fall
343607	40580	54th/Cermak	11/19/2002	W	1316	2002-11-19	Fall
350689	40580	54th/Cermak	11/20/2002	W	1293	2002-11-20	Fall
377587	40580	54th/Cermak	11/21/2002	W	1245	2002-11-21	Fall
444493	40580	54th/Cermak	11/22/2002	W	1274	2002-11-22	Fall
642703	40580	54th/Cermak	11/23/2002	A	4	2002-11-23	Fall
468954	40580	54th/Cermak	11/24/2002	U	0	2002-11-24	Fall
564562	40580	54th/Cermak	11/25/2002	W	1241	2002-11-25	Fall
841797	40580	54th/Cermak	11/26/2002	W	1210	2002-11-26	Fall
866896	40580	54th/Cermak	11/27/2002	W	1163	2002-11-27	Fall
912132	40580	54th/Cermak	11/28/2002	U	1	2002-11-28	Fall
999751	40580	54th/Cermak	11/29/2002	W	854	2002-11-29	Fall
224643	40580	54th/Cermak	11/30/2002	A	7	2002-11-30	Fall
136901	40580	54th/Cermak	12/01/2002	U	0	2002-12-01	Winter
664151	40580	54th/Cermak	12/02/2002	W	1214	2002-12-02	Winter
235422	40580	54th/Cermak	12/03/2002	W	1296	2002-12-03	Winter
395723	40580	54th/Cermak	12/04/2002	W	1281	2002-12-04	Winter
157819	40580	54th/Cermak	12/05/2002	W	1207	2002-12-05	Winter
731421	40580	54th/Cermak	12/06/2002	W	1135	2002-12-06	Winter
905400	40580	54th/Cermak	12/07/2002	A	2	2002-12-07	Winter
217962	40580	54th/Cermak	12/08/2002	U	0	2002-12-08	Winter
649309	40580	54th/Cermak	12/09/2002	W	1197	2002-12-09	Winter
677430	40580	54th/Cermak	12/10/2002	W	1267	2002-12-10	Winter
778822	40580	54th/Cermak	12/11/2002	W	1236	2002-12-11	Winter
645881	40580	54th/Cermak	12/12/2002	W	1185	2002-12-12	Winter
695993	40580	54th/Cermak	12/13/2002	W	1221	2002-12-13	Winter
926483	40580	54th/Cermak	12/14/2002	A	2	2002-12-14	Winter
845603	40580	54th/Cermak	12/15/2002	U	0	2002-12-15	Winter
284633	40580	54th/Cermak	12/16/2002	W	1205	2002-12-16	Winter
753971	40580	54th/Cermak	12/17/2002	W	1201	2002-12-17	Winter
497399	40580	54th/Cermak	12/18/2002	W	1130	2002-12-18	Winter
751998	40580	54th/Cermak	12/19/2002	W	1218	2002-12-19	Winter
710233	40580	54th/Cermak	12/20/2002	W	1195	2002-12-20	Winter
386031	40580	54th/Cermak	12/21/2002	A	4	2002-12-21	Winter
556833	40580	54th/Cermak	12/22/2002	U	0	2002-12-22	Winter
556612	40580	54th/Cermak	12/23/2002	W	1069	2002-12-23	Winter
242476	40580	54th/Cermak	12/24/2002	W	695	2002-12-24	Winter
801616	40580	54th/Cermak	12/25/2002	U	4	2002-12-25	Winter
1011313	40580	54th/Cermak	12/26/2002	W	919	2002-12-26	Winter
891031	40580	54th/Cermak	12/27/2002	W	987	2002-12-27	Winter
317652	40580	54th/Cermak	12/28/2002	A	8	2002-12-28	Winter
147909	40580	54th/Cermak	12/29/2002	U	0	2002-12-29	Winter
895904	40580	54th/Cermak	12/30/2002	W	1061	2002-12-30	Winter
473779	40580	54th/Cermak	12/31/2002	W	857	2002-12-31	Winter
247768	40580	54th/Cermak	01/01/2003	U	0	2003-01-01	Winter
407795	40580	54th/Cermak	01/02/2003	W	969	2003-01-02	Winter
182330	40580	54th/Cermak	01/03/2003	W	1105	2003-01-03	Winter
789906	40580	54th/Cermak	01/04/2003	A	6	2003-01-04	Winter
530662	40580	54th/Cermak	01/05/2003	U	0	2003-01-05	Winter
514772	40580	54th/Cermak	01/06/2003	W	1102	2003-01-06	Winter
731600	40580	54th/Cermak	01/07/2003	W	1201	2003-01-07	Winter
751892	40580	54th/Cermak	01/08/2003	W	1142	2003-01-08	Winter
174389	40580	54th/Cermak	01/09/2003	W	1158	2003-01-09	Winter
639069	40580	54th/Cermak	01/10/2003	W	1108	2003-01-10	Winter
172592	40580	54th/Cermak	01/11/2003	A	1	2003-01-11	Winter
247246	40580	54th/Cermak	01/12/2003	U	0	2003-01-12	Winter
159120	40580	54th/Cermak	01/13/2003	W	1171	2003-01-13	Winter
425944	40580	54th/Cermak	01/14/2003	W	1115	2003-01-14	Winter
979646	40580	54th/Cermak	01/15/2003	W	1147	2003-01-15	Winter
397601	40580	54th/Cermak	01/16/2003	W	1175	2003-01-16	Winter
187692	40580	54th/Cermak	01/17/2003	W	1113	2003-01-17	Winter
373532	40580	54th/Cermak	01/18/2003	A	5	2003-01-18	Winter
340131	40580	54th/Cermak	01/19/2003	U	0	2003-01-19	Winter
722965	40580	54th/Cermak	01/20/2003	W	852	2003-01-20	Winter
577257	40580	54th/Cermak	01/21/2003	W	1206	2003-01-21	Winter
505141	40580	54th/Cermak	01/22/2003	W	1121	2003-01-22	Winter
352870	40580	54th/Cermak	01/23/2003	W	998	2003-01-23	Winter
251883	40580	54th/Cermak	01/24/2003	W	1020	2003-01-24	Winter
