	station_id	stationname	date	daytype	rides	newDates
411860	40890	O'Hare Airport	02/15/2002	W	7854	2002-02-15
484793	40890	O'Hare Airport	02/16/2002	A	5527	2002-02-16
386692	40890	O'Hare Airport	02/17/2002	U	6060	2002-02-17
472407	40890	O'Hare Airport	02/18/2002	W	8125	2002-02-18
984415	40890	O'Hare Airport	02/19/2002	W	6995	2002-02-19
236696	40890	O'Hare Airport	02/20/2002	W	6675	2002-02-20
380679	40890	O'Hare Airport	02/21/2002	W	7060	2002-02-21
191194	40890	O'Hare Airport	02/22/2002	W	7795	2002-02-22
304195	40890	O'Hare Airport	02/23/2002	A	5482	2002-02-23
763787	40890	O'Hare Airport	02/24/2002	U	6215	2002-02-24
203341	40890	O'Hare Airport	02/25/2002	W	7478	2002-02-25
535194	40890	O'Hare Airport	02/26/2002	W	6662	2002-02-26
470473	40890	O'Hare Airport	02/27/2002	W	6539	2002-02-27
912955	40890	O'Hare Airport	02/28/2002	W	6928	2002-02-28
914816	40890	O'Hare Airport	03/01/2002	W	7931	2002-03-01
265819	40890	O'Hare Airport	03/02/2002	A	5734	2002-03-02
421938	40890	O'Hare Airport	03/03/2002	U	6229	2002-03-03
777370	40890	O'Hare Airport	03/04/2002	W	7342	2002-03-04
708966	40890	O'Hare Airport	03/05/2002	W	6734	2002-03-05
347522	40890	O'Hare Airport	03/06/2002	W	6786	2002-03-06
957154	40890	O'Hare Airport	03/07/2002	W	7057	2002-03-07
565946	40890	O'Hare Airport	03/08/2002	W	8070	2002-03-08
478952	40890	O'Hare Airport	03/09/2002	A	5479	2002-03-09
821526	40890	O'Hare Airport	03/10/2002	U	6559	2002-03-10
848039	40890	O'Hare Airport	03/11/2002	W	7678	2002-03-11
586389	40890	O'Hare Airport	03/12/2002	W	6817	2002-03-12
177750	40890	O'Hare Airport	03/13/2002	W	7097	2002-03-13
710756	40890	O'Hare Airport	03/14/2002	W	5679	2002-03-14
540536	40890	O'Hare Airport	03/15/2002	W	22	2002-03-15
267740	40890	O'Hare Airport	03/16/2002	A	0	2002-03-16
538268	40890	O'Hare Airport	03/17/2002	U	1380	2002-03-17
895165	40890	O'Hare Airport	03/18/2002	W	8134	2002-03-18
775840	40890	O'Hare Airport	03/19/2002	W	7390	2002-03-19
782211	40890	O'Hare Airport	03/20/2002	W	7372	2002-03-20
769230	40890	O'Hare Airport	03/21/2002	W	7532	2002-03-21
469778	40890	O'Hare Airport	03/22/2002	W	8496	2002-03-22
636128	40890	O'Hare Airport	03/23/2002	A	6765	2002-03-23
177166	40890	O'Hare Airport	03/24/2002	U	7140	2002-03-24
911129	40890	O'Hare Airport	03/25/2002	W	7822	2002-03-25
235317	40890	O'Hare Airport	03/26/2002	W	6970	2002-03-26
268500	40890	O'Hare Airport	03/27/2002	W	7242	2002-03-27
798640	40890	O'Hare Airport	03/28/2002	W	7548	2002-03-28
929293	40890	O'Hare Airport	03/29/2002	W	7171	2002-03-29
702422	40890	O'Hare Airport	03/30/2002	A	5410	2002-03-30
197848	40890	O'Hare Airport	03/31/2002	U	6809	2002-03-31
597585	40890	O'Hare Airport	04/01/2002	W	8557	2002-04-01
767969	40890	O'Hare Airport	04/02/2002	W	7444	2002-04-02
361039	40890	O'Hare Airport	04/03/2002	W	7169	2002-04-03
785001	40890	O'Hare Airport	04/04/2002	W	8157	2002-04-04
144809	40890	O'Hare Airport	04/05/2002	W	8700	2002-04-05
750515	40890	O'Hare Airport	04/06/2002	A	6305	2002-04-06
925027	40890	O'Hare Airport	04/07/2002	U	6472	2002-04-07
138481	40890	O'Hare Airport	04/08/2002	W	7915	2002-04-08
300908	40890	O'Hare Airport	04/09/2002	W	7231	2002-04-09
244686	40890	O'Hare Airport	04/10/2002	W	7305	2002-04-10
1012328	40890	O'Hare Airport	04/11/2002	W	7924	2002-04-11
339572	40890	O'Hare Airport	04/12/2002	W	8453	2002-04-12
838401	40890	O'Hare Airport	04/13/2002	A	6336	2002-04-13
635430	40890	O'Hare Airport	04/14/2002	U	6813	2002-04-14
726958	40890	O'Hare Airport	04/15/2002	W	8149	2002-04-15
706941	40890	O'Hare Airport	04/16/2002	W	7226	2002-04-16
836570	40890	O'Hare Airport	04/17/2002	W	7530	2002-04-17
303680	40890	O'Hare Airport	04/18/2002	W	8140	2002-04-18
905132	40890	O'Hare Airport	04/19/2002	W	8942	2002-04-19
849899	40890	O'Hare Airport	04/20/2002	A	6197	2002-04-20
341908	40890	O'Hare Airport	04/21/2002	U	6724	2002-04-21
724943	40890	O'Hare Airport	04/22/2002	W	8258	2002-04-22
536737	40890	O'Hare Airport	04/23/2002	W	7308	2002-04-23
193248	40890	O'Hare Airport	04/24/2002	W	7443	2002-04-24
217365	40890	O'Hare Airport	04/25/2002	W	8360	2002-04-25
618004	40890	O'Hare Airport	04/26/2002	W	9006	2002-04-26
965934	40890	O'Hare Airport	04/27/2002	A	6204	2002-04-27
728012	40890	O'Hare Airport	04/28/2002	U	6701	2002-04-28
747428	40890	O'Hare Airport	04/29/2002	W	8216	2002-04-29
604707	40890	O'Hare Airport	04/30/2002	W	7117	2002-04-30
651694	40890	O'Hare Airport	05/01/2002	W	7206	2002-05-01
526779	40890	O'Hare Airport	05/02/2002	W	7619	2002-05-02
543073	40890	O'Hare Airport	05/03/2002	W	8793	2002-05-03
582673	40890	O'Hare Airport	05/04/2002	A	6266	2002-05-04
464071	40890	O'Hare Airport	05/05/2002	U	6951	2002-05-05
626589	40890	O'Hare Airport	05/06/2002	W	8216	2002-05-06
854655	40890	O'Hare Airport	05/07/2002	W	7535	2002-05-07
709296	40890	O'Hare Airport	05/08/2002	W	7590	2002-05-08
922053	40890	O'Hare Airport	05/09/2002	W	8039	2002-05-09
666823	40890	O'Hare Airport	05/10/2002	W	8639	2002-05-10
319803	40890	O'Hare Airport	05/11/2002	A	5760	2002-05-11
508833	40890	O'Hare Airport	05/12/2002	U	6643	2002-05-12
818202	40890	O'Hare Airport	05/13/2002	W	8580	2002-05-13
849670	40890	O'Hare Airport	05/14/2002	W	7603	2002-05-14
617612	40890	O'Hare Airport	05/15/2002	W	7712	2002-05-15
215422	40890	O'Hare Airport	05/16/2002	W	8305	2002-05-16
669755	40890	O'Hare Airport	05/17/2002	W	9819	2002-05-17
283859	40890	O'Hare Airport	05/18/2002	A	6795	2002-05-18
457904	40890	O'Hare Airport	05/19/2002	U	7577	2002-05-19
563704	40890	O'Hare Airport	05/20/2002	W	9101	2002-05-20
258988	40890	O'Hare Airport	05/21/2002	W	7982	2002-05-21
229208	40890	O'Hare Airport	05/22/2002	W	7939	2002-05-22
245293	40890	O'Hare Airport	05/23/2002	W	8630	2002-05-23
772987	40890	O'Hare Airport	05/24/2002	W	9918	2002-05-24
179726	40890	O'Hare Airport	05/25/2002	A	6723	2002-05-25
692456	40890	O'Hare Airport	05/26/2002	U	6235	2002-05-26
448174	40890	O'Hare Airport	05/27/2002	U	9481	2002-05-27
741859	40890	O'Hare Airport	05/28/2002	W	9610	2002-05-28
409328	40890	O'Hare Airport	05/29/2002	W	8007	2002-05-29
225077	40890	O'Hare Airport	05/30/2002	W	8320	2002-05-30
232377	40890	O'Hare Airport	05/31/2002	W	9384	2002-05-31
905698	40890	O'Hare Airport	06/01/2002	A	6400	2002-06-01
652663	40890	O'Hare Airport	06/02/2002	U	7217	2002-06-02
796360	40890	O'Hare Airport	06/03/2002	W	8038	2002-06-03
581244	40890	O'Hare Airport	06/04/2002	W	7301	2002-06-04
686044	40890	O'Hare Airport	06/05/2002	W	7916	2002-06-05
585524	40890	O'Hare Airport	06/06/2002	W	8675	2002-06-06
938915	40890	O'Hare Airport	06/07/2002	W	9332	2002-06-07
649684	40890	O'Hare Airport	06/08/2002	A	6809	2002-06-08
487235	40890	O'Hare Airport	06/09/2002	U	7843	2002-06-09
181891	40890	O'Hare Airport	06/10/2002	W	8413	2002-06-10
410215	40890	O'Hare Airport	06/11/2002	W	8525	2002-06-11
636732	40890	O'Hare Airport	06/12/2002	W	8436	2002-06-12
696561	40890	O'Hare Airport	06/13/2002	W	9097	2002-06-13
316041	40890	O'Hare Airport	06/14/2002	W	9178	2002-06-14
764378	40890	O'Hare Airport	06/15/2002	A	6642	2002-06-15
534239	40890	O'Hare Airport	06/16/2002	U	7536	2002-06-16
547455	40890	O'Hare Airport	06/17/2002	W	9271	2002-06-17
863298	40890	O'Hare Airport	06/18/2002	W	8330	2002-06-18
346763	40890	O'Hare Airport	06/19/2002	W	8231	2002-06-19
986213	40890	O'Hare Airport	06/20/2002	W	9291	2002-06-20
944743	40890	O'Hare Airport	06/21/2002	W	9952	2002-06-21
359776	40890	O'Hare Airport	06/22/2002	A	7174	2002-06-22
582002	40890	O'Hare Airport	06/23/2002	U	7938	2002-06-23
537699	40890	O'Hare Airport	06/24/2002	W	9319	2002-06-24
511726	40890	O'Hare Airport	06/25/2002	W	8115	2002-06-25
535116	40890	O'Hare Airport	06/26/2002	W	8217	2002-06-26
246721	40890	O'Hare Airport	06/27/2002	W	8863	2002-06-27
510444	40890	O'Hare Airport	06/28/2002	W	10447	2002-06-28
492151	40890	O'Hare Airport	06/29/2002	A	7267	2002-06-29
664821	40890	O'Hare Airport	06/30/2002	U	7667	2002-06-30
614134	40890	O'Hare Airport	07/01/2002	W	8534	2002-07-01
658029	40890	O'Hare Airport	07/02/2002	W	7977	2002-07-02
233243	40890	O'Hare Airport	07/03/2002	W	10642	2002-07-03
325693	40890	O'Hare Airport	07/04/2002	U	7017	2002-07-04
234120	40890	O'Hare Airport	07/05/2002	W	7344	2002-07-05
637687	40890	O'Hare Airport	07/06/2002	A	6814	2002-07-06
766348	40890	O'Hare Airport	07/07/2002	U	10155	2002-07-07
390685	40890	O'Hare Airport	07/08/2002	W	10154	2002-07-08
951571	40890	O'Hare Airport	07/09/2002	W	8154	2002-07-09
718197	40890	O'Hare Airport	07/10/2002	W	8177	2002-07-10
790761	40890	O'Hare Airport	07/11/2002	W	8782	2002-07-11
170091	40890	O'Hare Airport	07/12/2002	W	10083	2002-07-12
606651	40890	O'Hare Airport	07/13/2002	A	6906	2002-07-13
325269	40890	O'Hare Airport	07/14/2002	U	7751	2002-07-14
347625	40890	O'Hare Airport	07/15/2002	W	9111	2002-07-15
655255	40890	O'Hare Airport	07/16/2002	W	8397	2002-07-16
764194	40890	O'Hare Airport	07/17/2002	W	8422	2002-07-17
362276	40890	O'Hare Airport	07/18/2002	W	9546	2002-07-18
758266	40890	O'Hare Airport	07/19/2002	W	10342	2002-07-19
231945	40890	O'Hare Airport	07/20/2002	A	7433	2002-07-20
685483	40890	O'Hare Airport	07/21/2002	U	7901	2002-07-21
782543	40890	O'Hare Airport	07/22/2002	W	9245	2002-07-22
443859	40890	O'Hare Airport	07/23/2002	W	8320	2002-07-23
686618	40890	O'Hare Airport	07/24/2002	W	8568	2002-07-24
412102	40890	O'Hare Airport	07/25/2002	W	9326	2002-07-25
709982	40890	O'Hare Airport	07/26/2002	W	10114	2002-07-26
296856	40890	O'Hare Airport	07/27/2002	A	6985	2002-07-27
795451	40890	O'Hare Airport	07/28/2002	U	7658	2002-07-28
637996	40890	O'Hare Airport	07/29/2002	W	9388	2002-07-29
226472	40890	O'Hare Airport	07/30/2002	W	8485	2002-07-30
304097	40890	O'Hare Airport	07/31/2002	W	8502	2002-07-31
850885	40890	O'Hare Airport	08/01/2002	W	9513	2002-08-01
585362	40890	O'Hare Airport	08/02/2002	W	10069	2002-08-02
947994	40890	O'Hare Airport	08/03/2002	A	7232	2002-08-03
698857	40890	O'Hare Airport	08/04/2002	U	7658	2002-08-04
800696	40890	O'Hare Airport	08/05/2002	W	9499	2002-08-05
810551	40890	O'Hare Airport	08/06/2002	W	8397	2002-08-06
628743	40890	O'Hare Airport	08/07/2002	W	8300	2002-08-07
588326	40890	O'Hare Airport	08/08/2002	W	9212	2002-08-08
951063	40890	O'Hare Airport	08/09/2002	W	10870	2002-08-09
590078	40890	O'Hare Airport	08/10/2002	A	7848	2002-08-10
748074	40890	O'Hare Airport	08/11/2002	U	8443	2002-08-11
226543	40890	O'Hare Airport	08/12/2002	W	9792	2002-08-12
503701	40890	O'Hare Airport	08/13/2002	W	8038	2002-08-13
157740	40890	O'Hare Airport	08/14/2002	W	9187	2002-08-14
663599	40890	O'Hare Airport	08/15/2002	W	9925	2002-08-15
338485	40890	O'Hare Airport	08/16/2002	W	10111	2002-08-16
791839	40890	O'Hare Airport	08/17/2002	A	7937	2002-08-17
242713	40890	O'Hare Airport	08/18/2002	U	8459	2002-08-18
967724	40890	O'Hare Airport	08/19/2002	W	9490	2002-08-19
502497	40890	O'Hare Airport	08/20/2002	W	8603	2002-08-20
981577	40890	O'Hare Airport	08/21/2002	W	8762	2002-08-21
186330	40890	O'Hare Airport	08/22/2002	W	8968	2002-08-22
762624	40890	O'Hare Airport	08/23/2002	W	9955	2002-08-23
161347	40890	O'Hare Airport	08/24/2002	A	6986	2002-08-24
778713	40890	O'Hare Airport	08/25/2002	U	8110	2002-08-25
904135	40890	O'Hare Airport	08/26/2002	W	9160	2002-08-26
551262	40890	O'Hare Airport	08/27/2002	W	8105	2002-08-27
553020	40890	O'Hare Airport	08/28/2002	W	8227	2002-08-28
966727	40890	O'Hare Airport	08/29/2002	W	7397	2002-08-29
186750	40890	O'Hare Airport	08/30/2002	W	5782	2002-08-30
358968	40890	O'Hare Airport	08/31/2002	A	3597	2002-08-31
477301	40890	O'Hare Airport	09/01/2002	U	2955	2002-09-01
538811	40890	O'Hare Airport	09/02/2002	U	5441	2002-09-02
810868	40890	O'Hare Airport	09/03/2002	W	8248	2002-09-03
274126	40890	O'Hare Airport	09/04/2002	W	8264	2002-09-04
378027	40890	O'Hare Airport	09/05/2002	W	8564	2002-09-05
494033	40890	O'Hare Airport	09/06/2002	W	9611	2002-09-06
1010530	40890	O'Hare Airport	09/07/2002	A	6796	2002-09-07
645613	40890	O'Hare Airport	09/08/2002	U	7805	2002-09-08
696357	40890	O'Hare Airport	09/09/2002	W	9202	2002-09-09
605167	40890	O'Hare Airport	09/10/2002	W	7885	2002-09-10
178198	40890	O'Hare Airport	09/11/2002	W	7251	2002-09-11
496087	40890	O'Hare Airport	09/12/2002	W	8620	2002-09-12
388943	40890	O'Hare Airport	09/13/2002	W	9313	2002-09-13
276596	40890	O'Hare Airport	09/14/2002	A	6338	2002-09-14
897485	40890	O'Hare Airport	09/15/2002	U	7415	2002-09-15
1009140	40890	O'Hare Airport	09/16/2002	W	8719	2002-09-16
333353	40890	O'Hare Airport	09/17/2002	W	8136	2002-09-17
424428	40890	O'Hare Airport	09/18/2002	W	7983	2002-09-18
500544	40890	O'Hare Airport	09/19/2002	W	8587	2002-09-19
995112	40890	O'Hare Airport	09/20/2002	W	9664	2002-09-20
231443	40890	O'Hare Airport	09/21/2002	A	6747	2002-09-21
459010	40890	O'Hare Airport	09/22/2002	U	7897	2002-09-22
986902	40890	O'Hare Airport	09/23/2002	W	9310	2002-09-23
538685	40890	O'Hare Airport	09/24/2002	W	8352	2002-09-24
786368	40890	O'Hare Airport	09/25/2002	W	8413	2002-09-25
239627	40890	O'Hare Airport	09/26/2002	W	8824	2002-09-26
926047	40890	O'Hare Airport	09/27/2002	W	10069	2002-09-27
897016	40890	O'Hare Airport	09/28/2002	A	6828	2002-09-28
195768	40890	O'Hare Airport	09/29/2002	U	7977	2002-09-29
320655	40890	O'Hare Airport	09/30/2002	W	9201	2002-09-30
454723	40890	O'Hare Airport	10/01/2002	W	7569	2002-10-01
911528	40890	O'Hare Airport	10/02/2002	W	7614	2002-10-02
949850	40890	O'Hare Airport	10/03/2002	W	8461	2002-10-03
300146	40890	O'Hare Airport	10/04/2002	W	9538	2002-10-04
936651	40890	O'Hare Airport	10/05/2002	A	7179	2002-10-05
542342	40890	O'Hare Airport	10/06/2002	U	7731	2002-10-06
569611	40890	O'Hare Airport	10/07/2002	W	8803	2002-10-07
796179	40890	O'Hare Airport	10/08/2002	W	7657	2002-10-08
911413	40890	O'Hare Airport	10/09/2002	W	7848	2002-10-09
935723	40890	O'Hare Airport	10/10/2002	W	9136	2002-10-10
280094	40890	O'Hare Airport	10/11/2002	W	12608	2002-10-11
841229	40890	O'Hare Airport	10/12/2002	A	8309	2002-10-12
892512	40890	O'Hare Airport	10/13/2002	U	8395	2002-10-13
736451	40890	O'Hare Airport	10/14/2002	W	9472	2002-10-14
214885	40890	O'Hare Airport	10/15/2002	W	8162	2002-10-15
1012049	40890	O'Hare Airport	10/16/2002	W	7875	2002-10-16
904020	40890	O'Hare Airport	10/17/2002	W	8407	2002-10-17
242477	40890	O'Hare Airport	10/18/2002	W	9892	2002-10-18
672701	40890	O'Hare Airport	10/19/2002	A	6601	2002-10-19
428358	40890	O'Hare Airport	10/20/2002	U	7910	2002-10-20
309998	40890	O'Hare Airport	10/21/2002	W	9367	2002-10-21
617875	40890	O'Hare Airport	10/22/2002	W	7818	2002-10-22
833367	40890	O'Hare Airport	10/23/2002	W	7846	2002-10-23
644941	40890	O'Hare Airport	10/24/2002	W	8981	2002-10-24
875672	40890	O'Hare Airport	10/25/2002	W	10264	2002-10-25
816416	40890	O'Hare Airport	10/26/2002	A	6475	2002-10-26
429367	40890	O'Hare Airport	10/27/2002	U	7545	2002-10-27
464311	40890	O'Hare Airport	10/28/2002	W	8710	2002-10-28
499971	40890	O'Hare Airport	10/29/2002	W	7559	2002-10-29
210776	40890	O'Hare Airport	10/30/2002	W	7326	2002-10-30
886120	40890	O'Hare Airport	10/31/2002	W	7828	2002-10-31
806523	40890	O'Hare Airport	11/01/2002	W	9461	2002-11-01
558518	40890	O'Hare Airport	11/02/2002	A	6565	2002-11-02
785520	40890	O'Hare Airport	11/03/2002	U	7940	2002-11-03
674283	40890	O'Hare Airport	11/04/2002	W	8845	2002-11-04
571622	40890	O'Hare Airport	11/05/2002	W	7529	2002-11-05
313009	40890	O'Hare Airport	11/06/2002	W	7864	2002-11-06
990381	40890	O'Hare Airport	11/07/2002	W	8304	2002-11-07
945204	40890	O'Hare Airport	11/08/2002	W	9652	2002-11-08
635179	40890	O'Hare Airport	11/09/2002	A	6517	2002-11-09
580924	40890	O'Hare Airport	11/10/2002	U	6900	2002-11-10
757754	40890	O'Hare Airport	11/11/2002	W	8575	2002-11-11
826293	40890	O'Hare Airport	11/12/2002	W	7677	2002-11-12
524316	40890	O'Hare Airport	11/13/2002	W	7524	2002-11-13
459649	40890	O'Hare Airport	11/14/2002	W	7947	2002-11-14
566607	40890	O'Hare Airport	11/15/2002	W	9120	2002-11-15
829153	40890	O'Hare Airport	11/16/2002	A	6789	2002-11-16
480824	40890	O'Hare Airport	11/17/2002	U	7228	2002-11-17
511599	40890	O'Hare Airport	11/18/2002	W	8195	2002-11-18
227432	40890	O'Hare Airport	11/19/2002	W	7228	2002-11-19
173586	40890	O'Hare Airport	11/20/2002	W	7368	2002-11-20
230745	40890	O'Hare Airport	11/21/2002	W	7842	2002-11-21
596180	40890	O'Hare Airport	11/22/2002	W	9124	2002-11-22
380349	40890	O'Hare Airport	11/23/2002	A	6095	2002-11-23
1005784	40890	O'Hare Airport	11/24/2002	U	6521	2002-11-24
268952	40890	O'Hare Airport	11/25/2002	W	7677	2002-11-25
261898	40890	O'Hare Airport	11/26/2002	W	7651	2002-11-26
556655	40890	O'Hare Airport	11/27/2002	W	9884	2002-11-27
800040	40890	O'Hare Airport	11/28/2002	U	5554	2002-11-28
942357	40890	O'Hare Airport	11/29/2002	W	7191	2002-11-29
828423	40890	O'Hare Airport	11/30/2002	A	8476	2002-11-30
233506	40890	O'Hare Airport	12/01/2002	U	12449	2002-12-01
844711	40890	O'Hare Airport	12/02/2002	W	10735	2002-12-02
911488	40890	O'Hare Airport	12/03/2002	W	9435	2002-12-03
939129	40890	O'Hare Airport	12/04/2002	W	7720	2002-12-04
1004446	40890	O'Hare Airport	12/05/2002	W	7910	2002-12-05
327989	40890	O'Hare Airport	12/06/2002	W	9035	2002-12-06
713433	40890	O'Hare Airport	12/07/2002	A	6077	2002-12-07
938473	40890	O'Hare Airport	12/08/2002	U	6368	2002-12-08
725699	40890	O'Hare Airport	12/09/2002	W	7736	2002-12-09
699269	40890	O'Hare Airport	12/10/2002	W	7355	2002-12-10
978927	40890	O'Hare Airport	12/11/2002	W	6935	2002-12-11
652503	40890	O'Hare Airport	12/12/2002	W	7830	2002-12-12
665778	40890	O'Hare Airport	12/13/2002	W	8962	2002-12-13
532946	40890	O'Hare Airport	12/14/2002	A	5985	2002-12-14
926927	40890	O'Hare Airport	12/15/2002	U	6432	2002-12-15
183255	40890	O'Hare Airport	12/16/2002	W	7884	2002-12-16
766319	40890	O'Hare Airport	12/17/2002	W	7156	2002-12-17
342529	40890	O'Hare Airport	12/18/2002	W	7400	2002-12-18
185254	40890	O'Hare Airport	12/19/2002	W	7952	2002-12-19
437737	40890	O'Hare Airport	12/20/2002	W	8195	2002-12-20
610050	40890	O'Hare Airport	12/21/2002	A	6195	2002-12-21
383561	40890	O'Hare Airport	12/22/2002	U	5944	2002-12-22
898723	40890	O'Hare Airport	12/23/2002	W	7075	2002-12-23
884908	40890	O'Hare Airport	12/24/2002	W	5776	2002-12-24
825957	40890	O'Hare Airport	12/25/2002	U	5103	2002-12-25
548678	40890	O'Hare Airport	12/26/2002	W	8445	2002-12-26
491142	40890	O'Hare Airport	12/27/2002	W	8810	2002-12-27
832316	40890	O'Hare Airport	12/28/2002	A	7563	2002-12-28
135571	40890	O'Hare Airport	12/29/2002	U	8445	2002-12-29
876819	40890	O'Hare Airport	12/30/2002	W	8936	2002-12-30
214555	40890	O'Hare Airport	12/31/2002	W	7287	2002-12-31
245480	40890	O'Hare Airport	01/01/2003	U	6557	2003-01-01
640188	40890	O'Hare Airport	01/02/2003	W	8526	2003-01-02
419125	40890	O'Hare Airport	01/03/2003	W	8033	2003-01-03
379949	40890	O'Hare Airport	01/04/2003	A	6504	2003-01-04
660298	40890	O'Hare Airport	01/05/2003	U	7172	2003-01-05
251196	40890	O'Hare Airport	01/06/2003	W	8014	2003-01-06
141862	40890	O'Hare Airport	01/07/2003	W	7217	2003-01-07
307148	40890	O'Hare Airport	01/08/2003	W	7151	2003-01-08
516604	40890	O'Hare Airport	01/09/2003	W	7258	2003-01-09
218052	40890	O'Hare Airport	01/10/2003	W	7655	2003-01-10
191160	40890	O'Hare Airport	01/11/2003	A	5816	2003-01-11
172730	40890	O'Hare Airport	01/12/2003	U	6083	2003-01-12
547531	40890	O'Hare Airport	01/13/2003	W	7495	2003-01-13
377966	40890	O'Hare Airport	01/14/2003	W	6919	2003-01-14
244978	40890	O'Hare Airport	01/15/2003	W	6763	2003-01-15
295137	40890	O'Hare Airport	01/16/2003	W	7160	2003-01-16
596986	40890	O'Hare Airport	01/17/2003	W	8144	2003-01-17
641679	40890	O'Hare Airport	01/18/2003	A	5609	2003-01-18
990540	40890	O'Hare Airport	01/19/2003	U	5814	2003-01-19
533404	40890	O'Hare Airport	01/20/2003	W	8149	2003-01-20
632857	40890	O'Hare Airport	01/21/2003	W	7162	2003-01-21
231613	40890	O'Hare Airport	01/22/2003	W	6503	2003-01-22
639157	40890	O'Hare Airport	01/23/2003	W	6832	2003-01-23
601513	40890	O'Hare Airport	01/24/2003	W	7888	2003-01-24
975318	40890	O'Hare Airport	01/25/2003	A	5677	2003-01-25
884471	40890	O'Hare Airport	01/26/2003	U	5726	2003-01-26
513755	40890	O'Hare Airport	01/27/2003	W	7474	2003-01-27
162985	40890	O'Hare Airport	01/28/2003	W	6835	2003-01-28
490622	40890	O'Hare Airport	01/29/2003	W	6614	2003-01-29
799332	40890	O'Hare Airport	01/30/2003	W	6941	2003-01-30
314011	40890	O'Hare Airport	01/31/2003	W	7297	2003-01-31
949720	40890	O'Hare Airport	02/01/2003	A	5323	2003-02-01
668172	40890	O'Hare Airport	02/02/2003	U	5969	2003-02-02
428181	40890	O'Hare Airport	02/03/2003	W	7333	2003-02-03
702537	40890	O'Hare Airport	02/04/2003	W	6495	2003-02-04
498305	40890	O'Hare Airport	02/05/2003	W	6557	2003-02-05
544759	40890	O'Hare Airport	02/06/2003	W	6959	2003-02-06
850551	40890	O'Hare Airport	02/07/2003	W	7738	2003-02-07
296798	40890	O'Hare Airport	02/08/2003	A	5372	2003-02-08
615576	40890	O'Hare Airport	02/09/2003	U	6060	2003-02-09
521555	40890	O'Hare Airport	02/10/2003	W	7315	2003-02-10
670004	40890	O'Hare Airport	02/11/2003	W	6638	2003-02-11
771387	40890	O'Hare Airport	02/12/2003	W	6604	2003-02-12
962826	40890	O'Hare Airport	02/13/2003	W	7272	2003-02-13
158732	40890	O'Hare Airport	02/14/2003	W	8426	2003-02-14
448345	40890	O'Hare Airport	02/15/2003	A	5558	2003-02-15
981429	40890	O'Hare Airport	02/16/2003	U	6185	2003-02-16
726778	40890	O'Hare Airport	02/17/2003	W	8673	2003-02-17
294477	40890	O'Hare Airport	02/18/2003	W	7886	2003-02-18
145447	40890	O'Hare Airport	02/19/2003	W	7226	2003-02-19
250906	40890	O'Hare Airport	02/20/2003	W	7428	2003-02-20
846317	40890	O'Hare Airport	02/21/2003	W	7962	2003-02-21
555618	40890	O'Hare Airport	02/22/2003	A	5098	2003-02-22
194404	40890	O'Hare Airport	02/23/2003	U	6196	2003-02-23
487309	40890	O'Hare Airport	02/24/2003	W	7476	2003-02-24
420414	40890	O'Hare Airport	02/25/2003	W	6667	2003-02-25
195078	40890	O'Hare Airport	02/26/2003	W	6857	2003-02-26
205569	40890	O'Hare Airport	02/27/2003	W	7370	2003-02-27
